Sno,Country,City,Company,LINKDLN LINK,Website,Tech Need / Problem,EMAIL,CONTACT,Google Maps,Clean_Category,Review,Conversion_Probability,Company_Name_Length,Company_Word_Count,Category_Frequency,City_Frequency,City_Encoded,Category_Encoded,Predicted_Probability,Lead_Priority_Tier
143,India,Jaipur,Shree Prakash Electricals,,,,,1414797878,Shree Prakash Electricals,Electrician Store,,0.55,25,3,30,281,1,5,0.5499999999999992,Medium Probability Tier (Priority 2)
144,India,Jaipur,Vishnu Electricals,,,,,9829054030,Vishnu Electricals,Electrician Store,,0.55,18,2,30,281,1,5,0.5499999999999992,Medium Probability Tier (Priority 2)
145,India,Jaipur,Tanishq Electricals,,,,,9414073902,Tanishq Electricals,Electrician Store,,0.55,19,2,30,281,1,5,0.5499999999999992,Medium Probability Tier (Priority 2)
146,India,Jaipur,Jain Electricals,,,,,9352241783,Jain Electricals,Electrician Store,,0.55,16,2,30,281,1,5,0.5499999999999992,Medium Probability Tier (Priority 2)
147,India,Jaipur,Rajdhani Electricals & Sanitary,,,,,9829098715,Rajdhani Electricals & Sanitary,Electrician Store,,0.55,31,4,30,281,1,5,0.5499999999999992,Medium Probability Tier (Priority 2)
148,India,Jaipur,Kamlesh Nagar & Company,,,,,1414035435,Kamlesh Nagar & Company,Electrician Store,,0.55,23,4,30,281,1,5,0.5499999999999992,Medium Probability Tier (Priority 2)
149,India,Jaipur,Maheshwari Electricals,,,,,1412366620,Maheshwari Electricals,Electrician Store,,0.55,22,2,30,281,1,5,0.5499999999999992,Medium Probability Tier (Priority 2)
150,India,Jaipur,Manoj Radio & Electricals,,,,,9351495045,Manoj Radio & Electricals,Electrician Store,,0.55,25,4,30,281,1,5,0.5499999999999992,Medium Probability Tier (Priority 2)
151,India,Jaipur,Nagar Engineering Company,,,,,9413337970,Nagar Engineering Company,Pump Supplier,,0.15,25,3,1,281,1,26,0.2579999999999997,Low Probability Tier (Priority 3)
152,India,Jaipur,Industrial Sales & Services,,,,,9351612586,Industrial Sales & Services,Electrician Store,,0.55,27,4,30,281,1,5,0.5499999999999992,Medium Probability Tier (Priority 2)
153,India,Jaipur,Vikas Pumps Pvt Ltd,,,,,9414075362,Vikas Pumps Pvt Ltd,Electrician Store,,0.55,19,4,30,281,1,5,0.5499999999999992,Medium Probability Tier (Priority 2)
154,India,Jaipur,MAYUR ENTERPRISES,,,,,9782616127,MAYUR ENTERPRISES,Electrician Store,,0.55,17,2,30,281,1,5,0.5499999999999992,Medium Probability Tier (Priority 2)
155,India,Jaipur,Vinayak Engineers,,,,,9799999403,Vinayak Engineers,Electrician Store,,0.55,17,2,30,281,1,5,0.5499999999999992,Medium Probability Tier (Priority 2)
156,India,Jaipur,FINOLEX WIRES Jaipur,,,,,9928096960,FINOLEX WIRES Jaipur,Electrician Store,,0.55,20,3,30,281,1,5,0.5499999999999992,Medium Probability Tier (Priority 2)
157,India,Jaipur,Weekend Travel And Tour Services,,,,,9887444234,Weekend Travel And Tour Services,Travel Agency,,0.15,32,5,1,281,1,33,0.15000000000000024,Low Probability Tier (Priority 3)
158,India,Jaipur,Jaipur City Tour & Travel,,,,,9672363632,Jaipur City Tour & Travel,Services,,0.15,25,5,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
159,India,Jaipur,CMK Properties & To-let Services Jaipur,,,,,9314878056,CMK Properties & To-let Services Jaipur,Real Estate,,0.55,39,6,10,281,1,27,0.5499999999999992,Medium Probability Tier (Priority 2)
160,India,Jaipur,Jaipur Properties Real Estate Agent,,,,,8209790656,Jaipur Properties Real Estate Agent,Real Estate,,0.55,35,5,10,281,1,27,0.5499999999999992,Medium Probability Tier (Priority 2)
161,India,Jaipur,Rental Property Broker in Jaipur,,,,,8952042832,Rental Property Broker in Jaipur,Real Estate,,0.55,32,5,10,281,1,27,0.5499999999999992,Medium Probability Tier (Priority 2)
162,India,Jaipur,"Wafadar Properties - REAL STATE, PROPERTY DEALER ,PROPERTY IN Jaipur, TO LET SERVIECS, PRATAP NAGAR,JAGATPURA",,,,,9799210174,"Wafadar Properties - REAL STATE, PROPERTY DEALER ,PROPERTY IN Jaipur, TO LET SERVIECS, PRATAP NAGAR,JAGATPURA",Real Estate,,0.55,109,15,10,281,1,27,0.5479999999999992,Medium Probability Tier (Priority 2)
163,India,Jaipur,MK Grocery StoreAL STORE,,,,,9828182221,MK Grocery StoreAL STORE,Store,,0.15,24,4,22,281,1,31,0.15000000000000024,Low Probability Tier (Priority 3)
164,India,Jaipur,Jain Grocery Storeal Store,,,,,9887175330,Jain Grocery Storeal Store,Grocery Store,,0.85,26,4,14,281,1,11,0.8499999999999993,High Probability Tier (Priority 1)
165,India,Jaipur,Narendra Grocery Storeal Store,,,,,7877403021,Narendra Grocery Storeal Store,Medical,,0.85,30,4,26,281,1,20,0.8499999999999994,High Probability Tier (Priority 1)
166,India,Jaipur,Gupta Grocery Storeal And Grocery Store,,,,,9413188667,Gupta Grocery Storeal And Grocery Store,Grocery Store,,0.85,39,6,14,281,1,11,0.8499999999999993,High Probability Tier (Priority 1)
167,India,Jaipur,Maruti Grocery Storeal Store,,,,,8000587085,Maruti Grocery Storeal Store,Grocery Store,,0.85,28,4,14,281,1,11,0.8499999999999993,High Probability Tier (Priority 1)
168,India,Jaipur,Akshita MedicalAnd Grocery Storeal Store,,,,,8764223233,Akshita MedicalAnd Grocery Storeal Store,Medical,,0.85,40,5,26,281,1,20,0.8499999999999994,High Probability Tier (Priority 1)
169,India,Jaipur,Shyam MedicalAnd Grocery Storeal Store,,,,,9875757075,Shyam MedicalAnd Grocery Storeal Store,Medical,,0.85,38,5,26,281,1,20,0.8499999999999994,High Probability Tier (Priority 1)
170,India,Jaipur,National Medicaland Grocery Storeal store,,,,,8104493006,National Medicaland Grocery Storeal store,Medical,,0.85,41,5,26,281,1,20,0.8499999999999994,High Probability Tier (Priority 1)
171,India,Jaipur,Sanjeevani Grocery Storeal Store,,,,,8078622981,Sanjeevani Grocery Storeal Store,Pharmacy,,0.85,32,4,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
172,India,Jaipur,Sharma MedicalAnd Grocery Storeal Store,,,,,9782506000,Sharma MedicalAnd Grocery Storeal Store,Pharmacy,,0.85,39,5,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
173,India,Jaipur,Jain Grocery Store Store,,,,,9460182938,Jain Grocery Store Store,Store,,0.15,24,4,22,281,1,31,0.15000000000000024,Low Probability Tier (Priority 3)
174,India,Jaipur,Amit Grocery Storeal Store,,,,,8949473386,Amit Grocery Storeal Store,Medical,,0.85,26,4,26,281,1,20,0.8499999999999994,High Probability Tier (Priority 1)
175,India,Jaipur,Ashu Kripa MedicalAnd Grocery Storeal Store,,,,,9928602464,Ashu Kripa MedicalAnd Grocery Storeal Store,Pharmacy,,0.85,43,6,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
176,India,Jaipur,Shree Ram Medicaland Grocery Storeal store,,,,,9521480039,Shree Ram Medicaland Grocery Storeal store,Medical,,0.85,42,6,26,281,1,20,0.8499999999999994,High Probability Tier (Priority 1)
177,India,Jaipur,Jai Ram Grocery Storeal Store,,,,,9460186870,Jai Ram Grocery Storeal Store,Pharmacy,,0.85,29,5,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
178,India,Jaipur,Disha Medicals & Grocery Storeal Store,,,,,9414210022,Disha Medicals & Grocery Storeal Store,Pharmacy,,0.85,38,6,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
179,India,Jaipur,Naina MedicalAnd Grocery Storeal Store,,,,,9309478342,Naina MedicalAnd Grocery Storeal Store,Pharmacy,,0.85,38,5,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
180,India,Jaipur,Farooquii Grocery Storeal store,,,,,9887861500,Farooquii Grocery Storeal store,Pharmacy,,0.85,31,4,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
181,India,Jaipur,Sonali MedicalAnd Grocery Storeal Store,,,,,6204037061,Sonali MedicalAnd Grocery Storeal Store,Pharmacy,,0.85,39,5,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
182,India,Jaipur,Krishna Grocery Storeal and stationers,,,,,7792921786,Krishna Grocery Storeal and stationers,Services,,0.15,38,5,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
183,India,Jaipur,Dipartmental Store Pareek,,,,,7889499051,Dipartmental Store Pareek,Grocery Store,,0.85,25,3,14,281,1,11,0.8499999999999993,High Probability Tier (Priority 1)
184,India,Jaipur,Shreenath Grocery Storeal Store,,,,,9782758480,Shreenath Grocery Storeal Store,Store,,0.15,31,4,22,281,1,31,0.15000000000000024,Low Probability Tier (Priority 3)
185,India,Jaipur,Trident MedicalGeneral And Grocery Storeal Store,,,,,7737720433,Trident MedicalGeneral And Grocery Storeal Store,Medical,,0.85,48,6,26,281,1,20,0.8499999999999994,High Probability Tier (Priority 1)
186,India,Jaipur,Tanu Grocery Storeal Store,,,,,9887608102,Tanu Grocery Storeal Store,Medical,,0.85,26,4,26,281,1,20,0.8499999999999994,High Probability Tier (Priority 1)
187,India,Jaipur,"Parashar MedicalAnd Grocery Storeal Store,Mahaveer Colony",,,,,7300347870,"Parashar MedicalAnd Grocery Storeal Store,Mahaveer Colony",Pharmacy,,0.85,57,6,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
188,India,Jaipur,Naaj Grocery Storeal Store,,,,,9929865761,Naaj Grocery Storeal Store,Pharmacy,,0.85,26,4,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
189,India,Jaipur,Khushboo MedicalAnd Grocery Storeal Store,,,,,9166992761,Khushboo MedicalAnd Grocery Storeal Store,Pharmacy,,0.85,41,5,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
190,India,Jaipur,Choudhary MedicalAnd Grocery Storeal Stor,,,,,9460612782,Choudhary MedicalAnd Grocery Storeal Stor,Business Related,,0.15,41,5,2,281,1,0,0.28899999999999976,Low Probability Tier (Priority 3)
191,India,Jaipur,Navyug Grocery Storeal Store,,,,,9314874145,Navyug Grocery Storeal Store,Medical,,0.85,28,4,26,281,1,20,0.8499999999999994,High Probability Tier (Priority 1)
192,India,Jaipur,Kamla Grocery Storeal Store,,,,,8233029674,Kamla Grocery Storeal Store,Pharmacy,,0.85,27,4,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
193,India,Jaipur,Uma MedicalGrocery Storeal Stores,,,,,9829142488,Uma MedicalGrocery Storeal Stores,Pharmacy,,0.85,33,4,62,281,1,23,0.8499999999999994,High Probability Tier (Priority 1)
194,India,Jaipur,Jaipur Plywood,,,,,8233793137,Jaipur Plywood,Plywood Supplier,,0.55,14,2,7,281,1,25,0.5489999999999992,Medium Probability Tier (Priority 2)
195,India,Jaipur,Choudhary Plywood,,,,,9462043916,Choudhary Plywood,Plywood Supplier,,0.55,17,2,7,281,1,25,0.5409999999999993,Medium Probability Tier (Priority 2)
196,India,Jaipur,Lakdiwalas,,,,,7742823411,Lakdiwalas,Plywood Supplier,,0.55,10,1,7,281,1,25,0.5489999999999992,Medium Probability Tier (Priority 2)
197,India,Jaipur,GRK Timber And Plywood,,,,,9116611993,GRK Timber And Plywood,Plywood Supplier,,0.55,22,4,7,281,1,25,0.5489999999999992,Medium Probability Tier (Priority 2)
198,India,Jaipur,Hindustan Timber And Plywood,,,,,8829958901,Hindustan Timber And Plywood,Plywood Supplier,,0.55,28,4,7,281,1,25,0.5489999999999992,Medium Probability Tier (Priority 2)
199,India,Jaipur,Dadashraya Plywood,,,,,9001290016,Dadashraya Plywood,Plywood Supplier,,0.55,18,2,7,281,1,25,0.5409999999999993,Medium Probability Tier (Priority 2)
200,India,Jaipur,Jaipur Bikaner Trading Company Agencies,,,,,9414059522,Jaipur Bikaner Trading Company Agencies,Plywood Supplier,,0.55,39,5,7,281,1,25,0.5529999999999992,Medium Probability Tier (Priority 2)
201,India,Jaipur,National Hardware House,,,,,9928560890,National Hardware House,Hardware Store,,0.55,23,3,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
202,India,Jaipur,Shri Gurukripa Sanitary Hardware And Electricals,,,,,8005910224,Shri Gurukripa Sanitary Hardware And Electricals,Hardware Store,,0.55,48,6,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
203,India,Jaipur,"Ozone India | Mukesh Tools and Hardware | Jaipur, Rajasthan",,,,,9929653256,"Ozone India | Mukesh Tools and Hardware | Jaipur, Rajasthan",Hardware Store,,0.55,59,10,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
204,India,Jaipur,Punjab Hardware Store,,,,,9983323323,Punjab Hardware Store,Hardware Store,,0.55,21,3,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
205,India,Jaipur,Kumawat Traders - Hardware - Iron and Steel Store Jaipur,,,,,9024263712,Kumawat Traders - Hardware - Iron and Steel Store Jaipur,Hardware Store,,0.55,56,10,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
206,India,Jaipur,KUMAWAT HARDWARE,,,,,9680137249,KUMAWAT HARDWARE,Hardware Store,,0.55,16,2,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
207,India,Jaipur,Shree Ram Hardware And Tools,,,,,9929765752,Shree Ram Hardware And Tools,Hardware Store,,0.55,28,5,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
208,India,Jaipur,Rajasthan Tools,,,,,9660762262,Rajasthan Tools,Hardware Store,,0.55,15,2,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
209,India,Jaipur,VASUMAL LALCHAND,,,,,9828149590,VASUMAL LALCHAND,Store,,0.15,16,2,22,281,1,31,0.15000000000000024,Low Probability Tier (Priority 3)
210,India,Jaipur,B.K.Hardware Store,,,,,9952966071,B.K.Hardware Store,Hardware Store,,0.55,18,2,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
211,India,Jaipur,SHRI SHYAM TOOLS,,,,,9549818478,SHRI SHYAM TOOLS,Store,,0.15,16,3,22,281,1,31,0.15000000000000024,Low Probability Tier (Priority 3)
212,India,Jaipur,Ganesh Hardware Traders,,,,,9314294156,Ganesh Hardware Traders,Hardware Store,,0.55,23,3,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
213,India,Jaipur,International Power Tools,,,,,9983983496,International Power Tools,Hardware Store,,0.55,25,3,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
214,India,Jaipur,"HARIOM POWER TOOLS (XTRA-POWER, Hi-Max)",,,,,9643300090,"HARIOM POWER TOOLS (XTRA-POWER, Hi-Max)",Hardware Store,,0.55,39,5,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
215,India,Jaipur,Shri Bhagawati Hardware & Electricals,,,,,9414248287,Shri Bhagawati Hardware & Electricals,Hardware Store,,0.55,37,5,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
216,India,Jaipur,J.K. Traders Hardware Store,,,,,9828076270,J.K. Traders Hardware Store,Hardware Store,,0.55,27,4,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
217,India,Jaipur,Manish Tools,,,,,1412372410,Manish Tools,Store,,0.15,12,2,22,281,1,31,0.15000000000000024,Low Probability Tier (Priority 3)
218,India,Jaipur,Jaipur Tools,,,,,8094000757,Jaipur Tools,Store,,0.15,12,2,22,281,1,31,0.15000000000000024,Low Probability Tier (Priority 3)
219,India,Jaipur,Khushal Chand Khurana,,,,,1412321681,Khushal Chand Khurana,Hardware Store,,0.55,21,3,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
220,India,Jaipur,Jitendra Hardware Store,,,,,8414770502,Jitendra Hardware Store,Hardware Store,,0.55,23,3,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
221,India,Jaipur,Tikam Hardwares,,,,,9828089001,Tikam Hardwares,Hardware Store,,0.55,15,2,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
222,India,Jaipur,Kumawat Power Tools & Air Compressor Technologist,,,,,9521177615,Kumawat Power Tools & Air Compressor Technologist,Hardware Store,,0.55,49,7,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
223,India,Jaipur,Mahima Hardware,,,,,9351355722,Mahima Hardware,Hardware Store,,0.55,15,2,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
224,India,Jaipur,Radhe Rani Hardware tools Electric And Sanitary,,,,,8955840958,Radhe Rani Hardware tools Electric And Sanitary,Hardware Store,,0.55,47,7,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
225,India,Jaipur,Khandal hardware,,,,,7665017777,Khandal hardware,Store,,0.15,16,2,22,281,1,31,0.15000000000000024,Low Probability Tier (Priority 3)
226,India,Jaipur,Jaipur Hardware Sanitary Electricals And Plywood,,,,,8387085803,Jaipur Hardware Sanitary Electricals And Plywood,Hardware Store,,0.55,48,6,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
227,India,Jaipur,Shagun Hardware,,,,,9509585185,Shagun Hardware,Hardware Store,,0.55,15,2,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
228,India,Jaipur,Dilip Sanitary & Hardware Store,,,,,9414826909,Dilip Sanitary & Hardware Store,Hardware Store,,0.55,31,5,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
229,India,Jaipur,ZIYA HARDWARE & SANITARY,,,,,9587154730,ZIYA HARDWARE & SANITARY,Hardware Store,,0.55,24,4,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
230,India,Jaipur,YBH power tools,,,,,8696666649,YBH power tools,Hardware Store,,0.55,15,3,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
231,India,Jaipur,J P Hardware & Machinery Store,,,,,6375452356,J P Hardware & Machinery Store,Hardware Store,,0.55,30,6,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
232,India,Jaipur,Shree Gopal Hardware,,,,,1412331845,Shree Gopal Hardware,Hardware Store,,0.55,20,3,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
233,India,Jaipur,Mohit Power Tools,,,,,9799222816,Mohit Power Tools,Electrician,,0.55,17,3,2,281,1,4,0.4579999999999994,Medium Probability Tier (Priority 2)
234,India,Jaipur,Rakesh tools and hardware,,,,,7877887156,Rakesh tools and hardware,Hardware Store,,0.55,25,4,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
235,India,Jaipur,Ganpati Electricals And Sanitary Hardware,,,,,7073030741,Ganpati Electricals And Sanitary Hardware,Hardware Store,,0.55,41,5,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
236,India,Jaipur,Lekhra Hardware ( Hardware Store ),,,,,7231909391,Lekhra Hardware ( Hardware Store ),Hardware Store,,0.55,34,6,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
237,India,Jaipur,APA's Sewer & Plumbing NYC,,,,,9782856756,APA's Sewer & Plumbing NYC,Hardware Store,,0.55,26,5,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
238,India,Jaipur,Kumawat Hardware Store,,,,,9529240133,Kumawat Hardware Store,Hardware Store,,0.55,22,3,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
239,India,Jaipur,Payal Hardware & Steel Bartan Stor,,,,,8302247982,Payal Hardware & Steel Bartan Stor,Hardware Store,,0.55,34,6,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
240,India,Jaipur,"Ozone India | Jyoti Tools And Hardware | Barhmohanpura, Rajasthan",,,,,9782097170,"Ozone India | Jyoti Tools And Hardware | Barhmohanpura, Rajasthan",Hardware Store,,0.55,65,10,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
241,India,Jaipur,Balaji hardware and Tools,,,,,7062052078,Balaji hardware and Tools,Hardware Store,,0.55,25,4,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
242,India,Jaipur,Shri Hari Hardware Store,,,,,1412373045,Shri Hari Hardware Store,Hardware Store,,0.55,24,4,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
243,India,Jaipur,Chawla Hardware Store,,,,,1412621172,Chawla Hardware Store,Hardware Store,,0.55,21,3,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
244,India,Jaipur,Hanumant Hardware,,,,,8334078602,Hanumant Hardware,Hardware Store,,0.55,17,2,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
245,India,Jaipur,Times Hardware,,,,,9314428111,Times Hardware,Hardware Store,,0.55,14,2,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
246,India,Jaipur,MAJISA HARDWARE AND TOOLS TRADERS,,,,,9460064523,MAJISA HARDWARE AND TOOLS TRADERS,Hardware Store,,0.55,33,5,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
247,India,Jaipur,HOME STYLE - Kitchen Hardware Ladder Ao Smith Door And Window Hardware Bathroom Accessories,,,,,9413205222,HOME STYLE - Kitchen Hardware Ladder Ao Smith Door And Window Hardware Bathroom Accessories,Hardware Store,,0.55,91,14,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
248,India,Jaipur,Gradewon Hardware & Sanitary Center,,,,,7737281190,Gradewon Hardware & Sanitary Center,Hardware Store,,0.55,35,5,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
249,India,Jaipur,Union Oil Store,,,,,9829123100,Union Oil Store,Hardware Store,,0.55,15,3,49,281,1,12,0.5499999999999992,Medium Probability Tier (Priority 2)
250,India,Jaipur,Shree Shyam Tools,,,,,8764060024,Shree Shyam Tools,Jewelry Equipment Supplier,,0.15,17,3,1,281,1,16,0.23299999999999982,Low Probability Tier (Priority 3)
251,India,New york,NYC Services Bronx & Drain Cleaning,,,,,19145152493,NYC Services Bronx & Drain Cleaning,Services,,0.15,35,6,46,15,2,29,0.15000000000000024,Low Probability Tier (Priority 3)
252,India,New york,Ludlow Plumbing Supply inc.,,,,,16463701338,Ludlow Plumbing Supply inc.,Services,,0.15,27,4,46,15,2,29,0.15000000000000024,Low Probability Tier (Priority 3)
253,India,New york,Services NYC,,,,,12122222220,Services NYC,Services,,0.15,12,2,46,15,2,29,0.15000000000000024,Low Probability Tier (Priority 3)
254,India,New york,New York Drain Restoration inc,,,,,12126937246,New York Drain Restoration inc,Services,,0.15,30,5,46,15,2,29,0.15000000000000024,Low Probability Tier (Priority 3)
255,India,New york,Dyckman Plumbing & Heating,,,,,12122190112,Dyckman Plumbing & Heating,Services,,0.15,26,4,46,15,2,29,0.15000000000000024,Low Probability Tier (Priority 3)
256,India,New york,Centre Plumbing Electric Hardware Supply,,,,,12129658038,Centre Plumbing Electric Hardware Supply,Services,,0.15,40,5,46,15,2,29,0.15000000000000024,Low Probability Tier (Priority 3)
257,India,New york,Emergency Services NYC,,,,,16467364811,Emergency Services NYC,Services,,0.15,22,3,46,15,2,29,0.15000000000000024,Low Probability Tier (Priority 3)
258,India,New york,All Rooter Plumbing n Air,,,,,19295616204,All Rooter Plumbing n Air,Services,,0.15,25,5,46,15,2,29,0.15000000000000024,Low Probability Tier (Priority 3)
259,India,New york,10 Man Plumbing,,,,,12129371136,10 Man Plumbing,Services,,0.15,15,3,46,15,2,29,0.15000000000000024,Low Probability Tier (Priority 3)
260,India,New york,Centre Plumbing and Heating,,,,,13322965721,Centre Plumbing and Heating,Services,,0.15,27,4,46,15,2,29,0.15000000000000024,Low Probability Tier (Priority 3)
261,India,New york,1 Day Plumbing,,,,,12129371106,1 Day Plumbing,Services,,0.15,14,3,46,15,2,29,0.15000000000000024,Low Probability Tier (Priority 3)
262,India,New york,Cosme Plumbing & Heating Corporation,,,,,12128288860,Cosme Plumbing & Heating Corporation,Services,,0.15,36,5,46,15,2,29,0.15000000000000024,Low Probability Tier (Priority 3)
263,India,New york,ASAP Solutions,,,,,19176840088,ASAP Solutions,Services,,0.15,14,2,46,15,2,29,0.15000000000000024,Low Probability Tier (Priority 3)
264,India,New york,Agimi Plumbing,,,,,12129371174,Agimi Plumbing,Services,,0.15,14,2,46,15,2,29,0.15000000000000024,Low Probability Tier (Priority 3)
265,India,New york,Attack Plumbing,,,,,12129371142,Attack Plumbing,Services,,0.15,15,2,46,15,2,29,0.15000000000000024,Low Probability Tier (Priority 3)
266,India,Jaipur,Jaipur Repair Services,,,,,7230069996,Jaipur Repair Services,Services,,0.15,22,3,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
267,India,Jaipur,MULTI-BRAND HOME APPLIANCES,,,,,9602000622,MULTI-BRAND HOME APPLIANCES,Services,,0.15,27,3,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
268,India,Jaipur,SHEKHAWATI REFRIGERATION.,,,,,9352590900,SHEKHAWATI REFRIGERATION.,Services,,0.15,25,2,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
269,India,Jaipur,"Ratan geyser , ac, microwave oven, washing machine Services repair",,,,,9664263801,"Ratan geyser , ac, microwave oven, washing machine Services repair",Electrician Store,,0.55,66,10,30,281,1,5,0.5499999999999992,Medium Probability Tier (Priority 2)
270,India,Jaipur,"Ram Tech Point (washing Machine, refrigeration,kitchen chimney, microvave,Ac repair Services in Jaipur)",,,,,9660415928,"Ram Tech Point (washing Machine, refrigeration,kitchen chimney, microvave,Ac repair Services in Jaipur)",Services,,0.15,103,12,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
271,India,Jaipur,"Hi-tech Home Services Ac, washing machine repair center",,,,,8560838247,"Hi-tech Home Services Ac, washing machine repair center",Services,,0.15,55,8,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
272,India,Jaipur,Air conditioner repairing and Services Jaipur,,,,,8114481573,Air conditioner repairing and Services Jaipur,Services,,0.15,45,6,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
273,India,Jaipur,Dayal Electricals And Repairing Centre Jaipur,,,,,9672935278,Dayal Electricals And Repairing Centre Jaipur,Real Estate,,0.55,45,6,10,281,1,27,0.5499999999999992,Medium Probability Tier (Priority 2)
274,India,Jaipur,"Hemu Best AC Repair in Jaipur, Best AC Services in Jaipur,Best electrician in Jaipur",,,,,7891653750,"Hemu Best AC Repair in Jaipur, Best AC Services in Jaipur,Best electrician in Jaipur",Services,,0.15,84,14,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
275,India,Jaipur,SHREE KARNI Services Jaipur,,,,,8114481573,SHREE KARNI Services Jaipur,Services,,0.15,27,4,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
276,India,Jaipur,Dev appliance repair,,,,,9602001469,Dev appliance repair,Services,,0.15,20,3,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
277,India,Jaipur,Ms Air Cooling System ( led tv repair Jaipur & led tv installation Services Jaipur),,,,,9783831570,Ms Air Cooling System ( led tv repair Jaipur & led tv installation Services Jaipur),Services,,0.15,83,15,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
278,India,Jaipur,Sharma Electrician Jaipur - LED TV Repair & Services Center,,,,,9413205420,Sharma Electrician Jaipur - LED TV Repair & Services Center,Services,,0.15,59,10,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
279,India,Jaipur,Prashant Electrical and Electrician store,,,,,8107436717,Prashant Electrical and Electrician store,Services,,0.15,41,5,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
